,AED,INR,1/6/18 10:08,1000
1545,AED,,,
1546,AED,,,
1547,AED,,,
1548,AED,,,
1549,AED,,,
1550,AED,,,
1551,AED,,,
1552,AED,,,
1553,AED,,,
1554,AED,,,
1555,AED,,,
1556,AED,,,
1557,AED,,,
1558,AED,,,
1559,AED,,,
1560,AED,,,
1561,AED,,,
1562,AED,,,
1563,AED,,,
1564,AED,,,
1565,AED,,,
1566,AED,,,
1567,AED,,,
1568,AED,,,
1569,AED,,,
1570,AED,,,
1571,AED,,,
1572,AED,,,
1573,AED,,,
1574,AED,,,
1575,AED,,,
1576,AED,,,
1577,AED,,,
1578,AED,,,
1579,AED,,,
1580,AED,,,
1581,AED,,,
1582,AED,,,
1583,AED,,,
1584,AED,,,
1585,AED,,,
1586,AED,,,
1587,AED,,,
1588,AED,,,
1589,AED,,,
1590,AED,,,
1591,AED,,,
1592,AED,,,
1593,AED,,,
1594,AED,,,
1595,AED,,,
1596,AED,,,
1597,AED,,,
1598,AED,,,
1599,AED,,,
1600,AED,,,
1601,AED,,,
1602,AED,,,
1603,AED,,,
1604,AED,,,
1605,AED,,,
1606,AED,,,
1607,AED,,,
1608,AED,,,
1609,AED,,,
1610,AED,,,
1611,AED,,,
1612,AED,,,
1613,AED,,,
1614,AED,,,
1615,AED,,,
1616,AED,,,
1617,AED,,,
1618,AED,,,
1619,AED,,,
1620,AED,,,
1621,AED,,,
1622,AED,,,
1623,AED,,,
1624,AED,,,
1625,AED,,,
1626,AED,,,
1627,AED,,,
1628,AED,,,
1629,AED,,,
1630,AED,,,
1631,AED,,,
1632,AED,,,
1633,AED,,,
1634,AED,,,
1635,AED,,,
1636,AED,,,
1637,AED,,,
1638,AED,,,
1639,AED,,,
1640,AED,,,
1641,AED,,,
1642,AED,,,
1643,AED,,,
1644,AED,,,
1645,AED,,,
1646,AED,,,
1647,AED,,,
1648,AED,,,
1649,AED,,,
1650,AED,,,
1651,AED,,,
1652,AED,,,
1653,AED,,,
1654,AED,,,
1655,AED,,,
1656,AED,,,
1657,AED,,,
1658,AED,,,
1659,AED,,,
1660,AED,,,
1661,AED,,,
1662,AED,,,
1663,AED,,,
1664,AED,,,
1665,AED,,,
1666,AED,,,
1667,AED,,,
1668,AED,,,
1669,AED,,,
1670,AED,,,
1671,AED,,,
1672,AED,,,
1673,AED,,,
1674,AED,,,
1675,AED,,,
1676,AED,,,
1677,AED,,,
1678,AED,,,
1679,AED,,,
1680,AED,,,
1681,AED,,,
1682,AED,,,
1683,AED,,,
1684,AED,,,
1685,AED,,,
1686,AED,,,
1687,AED,,,
1688,AED,,,
1689,AED,,,
1690,AED,,,
1691,AED,,,
1692,AED,,,
1693,AED,,,
1694,AED,,,
1695,AED,,,
1696,AED,,,
1697,AED,,,
1698,AED,,,
1699,AED,,,
1700,AED,,,
1701,AED,,,
1702,AED,,,
1703,AED,,,
1704,AED,,,
1705,AED,,,
1706,AED,,,
1707,AED,,,
1708,AED,,,
1709,AED,,,
1710,AED,,,
1711,AED,,,
1712,AED,,,
1713,AED,,,
1714,AED,,,
1715,AED,,,
1716,AED,,,
1717,AED,,,
1718,AED,,,
1719,AED,,,
1720,AED,,,
1721,AED,,,
1722,AED,,,
1723,AED,,,
1724,AED,,,
1725,AED,,,
1726,AED,,,
1727,AED,,,
1728,AED,,,
1729,AED,,,
1730,AED,,,
1731,AED,,,
1732,AED,,,
1733,AED,,,
1734,AED,,,
1735,AED,,,
1736,AED,,,
1737,AED,,,
1738,AED,,,
1739,AED,,,
1740,AED,,,
1741,AED,,,
1742,AED,,,
1743,AED,,,
1744,AED,,,
1745,AED,,,
1746,AED,,,
1747,AED,,,
1748,AED,,,
1749,AED,,,
1750,AED,,,
1751,AED,,,
1752,AED,,,
1753,AED,,,
1754,AED,,,
1755,AED,,,
1756,AED,,,
1757,AED,,,
1758,AED,,,
1759,AED,,,
1760,AED,,,
1761,AED,,,
1762,AED,,,
1763,AED,,,
1764,AED,,,
1765,AED,,,
1766,AED,,,
1767,AED,,,
1768,AED,,,
1769,AED,,,
1770,AED,,,
1771,AED,,,
1772,AED,,,
1773,AED,,,
1774,AED,,,
1775,AED,,,
1776,AED,,,
1777,AED,,,
1778,AED,,,
1779,AED,,,
1780,AED,,,
1781,AED,,,
1782,AED,,,
1783,AED,,,
1784,AED,,,
1785,AED,,,
1786,AED,,,
1787,AED,,,
1788,AED,,,
1789,AED,,,
1790,AED,,,
1791,AED,,,
1792,AED,,,
1793,AED,,,
1794,AED,,,
1795,AED,,,
1796,AED,,,
1797,AED,,,
1798,AED,,,
1799,AED,,,
1800,AED,,,
1801,AED,,,
1802,AED,,,
1803,AED,,,
1804,AED,,,
1805,AED,,,
1806,AED,,,
1807,AED,,,
1808,AED,,,
1809,AED,,,
1810,AED,,,
1811,AED,,,
1812,AED,,,
1813,AED,,,
1814,AED,,,
1815,AED,,,
1816,AED,,,
1817,AED,,,
1818,AED,,,
1819,AED,,,
1820,AED,,,
1821,AED,,,
1822,AED,,,
1823,AED,,,
1824,AED,,,
1825,AED,,,
1826,AED,,,
1827,AED,,,
1828,AED,,,
1829,AED,,,
1830,AED,,,
1831,AED,,,
1832,AED,,,
1833,AED,,,
1834,AED,,,
1835,AED,,,
1836,AED,,,
1837,AED,,,
1838,AED,,,
1839,AED,,,
1840,AED,,,
1841,AED,,,
1842,AED,,,
1843,AED,,,
1844,AED,,,
1845,AED,,,
1846,AED,,,
1847,AED,,,
1848,AED,,,
1849,AED,,,
1850,AED,,,
1851,AED,,,
1852,AED,,,
1853,AED,,,
1854,AED,,,
1855,AED,,,
1856,AED,,,
1857,AED,,,
1858,AED,,,
1859,AED,,,
1860,AED,,,
1861,AED,,,
1862,AED,,,
1863,AED,,,
1864,AED,,,
1865,AED,,,
1866,AED,,,
1867,AED,,,
1868,AED,,,
1869,AED,,,
1870,AED,,,
1871,AED,,,
1872,AED,,,
1873,AED,,,
1874,AED,,,
1875,AED,,,
1876,AED,,,
1877,AED,,,
1878,AED,,,
1879,AED,,,
1880,AED,,,
1881,AED,,,
1882,AED,,,
1883,AED,,,
1884,AED,,,
1885,AED,,,
1886,AED,,,
1887,AED,,,
1888,AED,,,
1889,AED,,,
1890,AED,,,
1891,AED,,,
1892,AED,,,
1893,AED,,,
1894,AED,,,
1895,AED,,,
1896,AED,,,
1897,AED,,,
1898,AED,,,
1899,AED,,,
1900,AED,,,
1901,AED,,,
1902,AED,,,
1903,AED,,,
1904,AED,,,
1905,AED,,,
1906,AED,,,
1907,AED,,,
1908,AED,,,
1909,AED,,,
1910,AED,,,
1911,AED,,,
1912,AED,,,
1913,AED,,,
1914,AED,,,
1915,AED,,,
1916,AED,,,
1917,AED,,,
1918,AED,,,
1919,AED,,,
1920,AED,,,
1921,AED,,,
1922,AED,,,
1923,AED,,,
1924,AED,,,
1925,AED,,,
1926,AED,,,
1927,AED,,,
1928,AED,,,
1929,AED,,,
1930,AED,,,
1931,AED,,,
1932,AED,,,
1933,AED,,,
1934,AED,,,
1935,AED,,,
1936,AED,,,
1937,AED,,,
1938,AED,,,
1939,AED,,,
1940,AED,,,
1941,AED,,,
1942,AED,,,
1943,AED,,,
1944,AED,,,
1945,AED,,,
1946,AED,,,
1947,AED,,,
1948,AED,,,
1949,AED,,,
1950,AED,,,
1951,AED,,,
1952,AED,,,
1953,AED,,,
1954,AED,,,
1955,AED,,,
1956,AED,,,
1957,AED,,,
1958,AED,,,
1959,AED,,,
1960,AED,,,
1961,AED,,,
1962,AED,,,
1963,AED,,,
1964,AED,,,
1965,AED,,,
1966,AED,,,
1967,AED,,,
1968,AED,,,
1969,AED,,,
1970,AED,,,
1971,AED,,,
1972,AED,,,
1973,AED,,,
1974,AED,,,
1975,AED,,,
1976,AED,,,
1977,AED,,,
1978,AED,,,
1979,AED,,,
1980,AED,,,
1981,AED,,,
1982,AED,,,
1983,AED,,,
1984,AED,,,
1985,AED,,,
1986,AED,,,
1987,AED,,,
1988,AED,,,
1989,AED,,,
1990,AED,,,
1991,AED,,,
1992,AED,,,
1993,AED,,,
1994,AED,,,
1995,AED,,,
1996,AED,,,
1997,AED,,,
1998,AED,,,
1999,AED,,,
2000,AED,,,
2001,AED,,,
2002,AED,,,
2003,AED,,,
2004,AED,,,
2005,AED,,,
2006,AED,,,
2007,AED,,,
2008,AED,,,
2009,AED,,,
2010,AED,,,
2011,AED,,,
2012,AED,,,
2013,AED,,,
2014,AED,,,
2015,AED,,,
2016,AED,,,
2017,AED,,,
2018,AED,,,
2019,AED,,,
2020,AED,,,
2021,AED,,,
2022,AED,,,
2023,AED,,,
2024,AED,,,
2025,AED,,,
2026,AED,,,
2027,AED,,,
2028,AED,,,
2029,AED,,,
2030,AED,,,
2031,AED,,,
2032,AED,,,
2033,AED,,,
2034,AED,,,
2035,AED,,,
2036,AED,,,
2037,AED,,,
2038,AED,,,
2039,AED,,,
2040,AED,,,
2041,AED,,,
2042,AED,,,
2043,AED,,,
2044,AED,,,
2045,AED,,,
2046,AED,,,
2047,AED,,,
2048,AED,,,
2049,AED,,,
2050,AED,,,
2051,AED,,,
2052,AED,,,
2053,AED,,,
2054,AED,,,
2055,AED,,,
2056,AED,,,
2057,AED,,,
2058,AED,,,
2059,AED,,,
2060,AED,,,
2061,AED,,,
2062,AED,,,
2063,AED,,,
2064,AED,,,
2065,AED,,,
2066,AED,,,
2067,AED,,,
2068,AED,,,
2069,AED,,,
2070,AED,,,
2071,AED,,,
2072,AED,,,
2073,AED,,,
2074,AED,,,
2075,AED,,,
2076,AED,,,
2077,AED,,,
2078,AED,,,
2079,AED,,,
2080,AED,,,
2081,AED,,,
2082,AED,,,
2083,AED,,,
2084,AED,,,
2085,AED,,,
2086,AED,,,
2087,AED,,,
2088,AED,,,
2089,AED,,,
2090,AED,,,
2091,AED,,,
2092,AED,,,
2093,AED,,,
2094,AED,,,
2095,AED,,,
2096,AED,,,
2097,AED,,,
2098,AED,,,
2099,AED,,,
2100,AED,,,
2101,AED,,,
2102,AED,,,
2103,AED,,,
2104,AED,,,
2105,AED,,,
2106,AED,,,
2107,AED,,,
2108,AED,,,
2109,AED,,,
2110,AED,,,
2111,AED,,,
2112,AED,,,
2113,AED,,,
2114,AED,,,
2115,AED,,,
2116,AED,,,
2117,AED,,,
2118,AED,,,
2119,AED,,,
2120,AED,,,
2121,AED,,,
2122,AED,,,
2123,AED,,,
2124,AED,,,
2125,AED,,,
2126,AED,,,
2127,AED,,,
2128,AED,,,
2129,AED,,,
2130,AED,,,
2131,AED,,,
2132,AED,,,
2133,AED,,,
2134,AED,,,
2135,AED,,,
2136,AED,,,
2137,AED,,,
2138,AED,,,
2139,AED,,,
2140,AED,,,
2141,AED,,,
2142,AED,,,
2143,AED,,,
2144,AED,,,
2145,AED,,,
2146,AED,,,
2147,AED,,,
2148,AED,,,
2149,AED,,,
2150,AED,,,
2151,AED,,,
2152,AED,,,
2153,AED,,,
2154,AED,,,
2155,AED,,,
2156,AED,,,
2157,AED,,,
2158,AED,,,
2159,AED,,,
2160,AED,,,
2161,AED,,,
2162,AED,,,
2163,AED,,,
2164,AED,,,
2165,AED,,,
2166,AED,,,
2167,AED,,,
2168,AED,,,
2169,AED,,,
2170,AED,,,
2171,AED,,,
2172,AED,,,
2173,AED,,,
2174,AED,,,
2175,AED,,,
2176,AED,,,
2177,AED,,,
2178,AED,,,
2179,AED,,,
2180,AED,,,
2181,AED,,,
2182,AED,,,
2183,AED,,,
2184,AED,,,
2185,AED,,,
2186,AED,,,
2187,AED,,,
2188,AED,,,
2189,AED,,,
2190,AED,,,
2191,AED,,,
2192,AED,,,
2193,AED,,,
2194,AED,,,
2195,AED,,,
2196,AED,,,
2197,AED,,,
2198,AED,,,
2199,AED,,,
2200,AED,,,
2201,AED,,,
2202,AED,,,
2203,AED,,,
2204,AED,,,
2205,AED,,,
2206,AED,,,
2207,AED,,,
2208,AED,,,
2209,AED,,,
2210,AED,,,
2211,AED,,,
2212,AED,,,
2213,AED,,,
2214,AED,,,
2215,AED,,,
2216,AED,,,
2217,AED,,,
2218,AED,,,
2219,AED,,,
2220,AED,,,
2221,AED,,,
2222,AED,,,
2223,AED,,,
2224,AED,,,
2225,AED,,,
2226,AED,,,
2227,AED,,,
2228,AED,,,
2229,AED,,,
2230,AED,,,
2231,AED,,,
2232,AED,,,
2233,AED,,,
2234,AED,,,
2235,AED,,,
2236,AED,,,
2237,AED,,,
2238,AED,,,
2239,AED,,,
2240,AED,,,
2241,AED,,,
2242,AED,,,
2243,AED,,,
2244,AED,,,
2245,AED,,,
2246,AED,,,
2247,AED,,,
2248,AED,,,
2249,AED,,,
2250,AED,,,
2251,AED,,,
2252,AED,,,
2253,AED,,,
2254,AED,,,
2255,AED,,,
2256,AED,,,
2257,AED,,,
2258,AED,,,
2259,AED,,,
2260,AED,,,
2261,AED,,,
2262,AED,,,
2263,AED,,,
2264,AED,,,
2265,AED,,,
2266,AED,,,
2267,AED,,,
2268,AED,,,
2269,AED,,,
2270,AED,,,
2271,AED,,,
2272,AED,,,
2273,AED,,,
2274,AED,,,
2275,AED,,,
2276,AED,,,
2277,AED,,,
2278,AED,,,
2279,AED,,,
2280,AED,,,
2281,AED,,,
2282,AED,,,
2283,AED,,,
2284,AED,,,
2285,AED,,,
2286,AED,,,
2287,AED,,,
2288,AED,,,
2289,AED,,,
2290,AED,,,
2291,AED,,,
2292,AED,,,
2293,AED,,,
2294,AED,,,
2295,AED,,,
2296,AED,,,
2297,AED,,,
2298,AED,,,
2299,AED,,,
2300,AED,,,
2301,AED,,,
2302,AED,,,
2303,AED,,,
2304,AED,,,
2305,AED,,,
2306,AED,,,
2307,AED,,,
2308,AED,,,
2309,AED,,,
2310,AED,,,
2311,AED,,,
2312,AED,,,
2313,AED,,,
2314,AED,,,
2315,AED,,,
2316,AED,,,
2317,AED,,,
2318,AED,,,
2319,AED,,,
2320,AED,,,
2321,AED,,,
2322,AED,,,
2323,AED,,,
2324,AED,,,
2325,AED,,,
2326,AED,,,
2327,AED,,,
2328,AED,,,
2329,AED,,,
2330,AED,,,
2331,AED,,,
2332,AED,,,
2333,AED,,,
2334,AED,,,
2335,AED,,,
2336,AED,,,
2337,AED,,,
2338,AED,,,
2339,AED,,,
2340,AED,,,
2341,AED,,,
2342,AED,,,
2343,AED,,,
2344,AED,,,
2345,AED,,,
2346,AED,,,
2347,AED,,,
2348,AED,,,
2349,AED,,,
2350,AED,,,
2351,AED,,,
2352,AED,,,
2353,AED,,,
2354,AED,,,
2355,AED,,,
2356,AED,,,
2357,AED,,,
2358,AED,,,
2359,AED,,,
2360,AED,,,
2361,AED,,,
2362,AED,,,
2363,AED,,,
2364,AED,,,
2365,AED,,,
2366,AED,,,
2367,AED,,,
2368,AED,,,
2369,AED,,,
2370,AED,,,
2371,AED,,,
2372,AED,,,
2373,AED,,,
2374,AED,,,
2375,AED,,,
2376,AED,,,
2377,AED,,,
2378,AED,,,
2379,AED,,,
2380,AED,,,
2381,AED,,,
2382,AED,,,
2383,AED,,,
2384,AED,,,
2385,AED,,,
2386,AED,,,
2387,AED,,,
2388,AED,,,
2389,AED,,,
2390,AED,,,
2391,AED,,,
2392,AED,,,
2393,AED,,,
2394,AED,,,
2395,AED,,,
2396,AED,,,
2397,AED,,,
2398,AED,,,
2399,AED,,,
2400,AED,,,
2401,AED,,,
2402,AED,,,
2403,AED,,,
2404,AED,,,
2405,AED,,,
2406,AED,,,
2407,AED,,,
2408,AED,,,
2409,AED,,,
2410,AED,,,
2411,AED,,,
2412,AED,,,
2413,AED,,,
2414,AED,,,
2415,AED,,,
2416,AED,,,
2417,AED,,,
2418,AED,,,
2419,AED,,,
2420,AED,,,
2421,AED,,,
2422,AED,,,
2423,AED,,,
2424,AED,,,
2425,AED,,,
2426,AED,,,
2427,AED,,,
2428,AED,,,
2429,AED,,,
2430,AED,,,
2431,AED,,,
2432,AED,,,
2433,AED,,,
2434,AED,,,
2435,AED,,,
2436,AED,,,
2437,AED,,,
2438,AED,,,
2439,AED,,,
2440,AED,,,
2441,AED,,,
2442,AED,,,
2443,AED,,,
2444,AED,,,
2445,AED,,,
2446,AED,,,
2447,AED,,,
2448,AED,,,
2449,AED,,,
2450,AED,,,
2451,AED,,,
2452,AED,,,
2453,AED,,,
2454,AED,,,
2455,AED,,,
2456,AED,,,
2457,AED,,,
2458,AED,,,
2459,AED,,,
2460,AED,,,
2461,AED,,,
2462,AED,,,
2463,AED,,,
2464,AED,,,
2465,AED,,,
2466,AED,,,
2467,AED,,,
2468,AED,,,
2469,AED,,,
2470,AED,,,
2471,AED,,,
2472,AED,,,
2473,AED,,,
2474,AED,,,
2475,AED,,,
2476,AED,,,
2477,AED,,,
2478,AED,,,
2479,AED,,,
2480,AED,,,
2481,AED,,,
2482,AED,,,
2483,AED,,,
2484,AED,,,
2485,AED,,,
2486,AED,,,
2487,AED,,,
2488,AED,,,
2489,AED,,,
2490,AED,,,
2491,AED,,,
2492,AED,,,
2493,AED,,,
2494,AED,,,
2495,AED,,,
2496,AED,,,
2497,AED,,,
2498,AED,,,
2499,AED,,,
2500,AED,,,
2501,AED,,,
2502,AED,,,
2503,AED,,,
2504,AED,,,
2505,AED,,,
2506,AED,,,
2507,AED,,,
2508,AED,,,
2509,AED,,,
2510,AED,,,
2511,AED,,,
2512,AED,,,
2513,AED,,,
2514,AED,,,
2515,AED,,,
2516,AED,,,
2517,AED,,,
2518,AED,,,
2519,AED,,,
2520,AED,,,
2521,AED,,,
2522,AED,,,
2523,AED,,,
2524,AED,,,
2525,AED,,,
2526,AED,,,
2527,AED,,,
2528,AED,,,
2529,AED,,,
2530,AED,,,
2531,AED,,,
2532,AED,,,
2533,AED,,,
2534,AED,,,
2535,AED,,,
2536,AED,,,
2537,AED,,,
2538,AED,,,
2539,AED,,,
2540,AED,,,
2541,AED,,,
2542,AED,,,
2543,AED,,,
2544,AED,,,
2545,AED,,,
2546,AED,,,
2547,AED,,,
2548,AED,,,
2549,AED,,,
2550,AED,,,
2551,AED,,,
2552,AED,,,
2553,AED,,,
2554,AED,,,
2555,AED,,,
2556,AED,,,
2557,AED,,,
2558,AED,,,
2559,AED,,,
2560,AED,,,
2561,AED,,,
2562,AED,,,
2563,AED,,,
2564,AED,,,
2565,AED,,,
2566,AED,,,
2567,AED,,,
2568,AED,,,
2569,AED,,,
2570,AED,,,
2571,AED,,,
2572,AED,,,
2573,AED,,,
2574,AED,,,
2575,AED,,,
2576,AED,,,
2577,AED,,,
2578,AED,,,
2579,AED,,,
2580,AED,,,
2581,AED,,,
2582,AED,,,
2583,AED,,,
2584,AED,,,
2585,AED,,,
2586,AED,,,
2587,AED,,,
2588,AED,,,
2589,AED,,,
2590,AED,,,
2591,AED,,,
2592,AED,,,
2593,AED,,,
2594,AED,,,
2595,AED,,,
2596,AED,,,
2597,AED,,,
2598,AED,,,
2599,AED,,,
2600,AED,,,
2601,AED,,,
2602,AED,,,
2603,AED,,,
2604,AED,,,
2605,AED,,,
2606,AED,,,
2607,AED,,,
2608,AED,,,
2609,AED,,,
2610,AED,,,
2611,AED,,,
2612,AED,,,
2613,AED,,,
2614,AED,,,
2615,AED,,,
2616,AED,,,
2617,AED,,,
2618,AED,,,
2619,AED,,,
2620,AED,,,
2621,AED,,,
2622,AED,,,
2623,AED,,,
2624,AED,,,
2625,AED,,,
2626,AED,,,
2627,AED,,,
2628,AED,,,
2629,AED,,,
2630,AED,,,
2631,AED,,,
2632,AED,,,
2633,AED,,,
2634,AED,,,
2635,AED,,,
2636,AED,,,
2637,AED,,,
2638,AED,,,
2639,AED,,,
2640,AED,,,
2641,AED,,,
2642,AED,,,
2643,AED,,,
2644,AED,,,
2645,AED,,,
2646,AED,,,
2647,AED,,,
2648,AED,,,
2649,AED,,,
2650,AED,,,
2651,AED,,,
2652,AED,,,
2653,AED,,,
2654,AED,,,
2655,AED,,,
2656,AED,,,
2657,AED,,,
2658,AED,,,
2659,AED,,,
2660,AED,,,
2661,AED,,,
2662,AED,,,
2663,AED,,,
2664,AED,,,
2665,AED,,,
2666,AED,,,
2667,AED,,,
2668,AED,,,
2669,AED,,,
2670,AED,,,
2671,AED,,,
2672,AED,,,
2673,AED,,,
2674,AED,,,
2675,AED,,,
2676,AED,,,
2677,AED,,,
2678,AED,,,
2679,AED,,,
2680,AED,,,
2681,AED,,,
2682,AED,,,
2683,AED,,,
2684,AED,,,
2685,AED,,,
2686,AED,,,
2687,AED,,,
2688,AED,,,
2689,AED,,,
2690,AED,,,
2691,AED,,,
2692,AED,,,
2693,AED,,,
2694,AED,,,
2695,AED,,,
2696,AED,,,
2697,AED,,,
2698,AED,,,
2699,AED,,,
2700,AED,,,
2701,AED,,,
2702,AED,,,
2703,AED,,,
2704,AED,,,
2705,AED,,,
2706,AED,,,
2707,AED,,,
2708,AED,,,
2709,AED,,,
2710,AED,,,
2711,AED,,,
2712,AED,,,
2713,AED,,,
2714,AED,,,
2715,AED,,,
2716,AED,,,
2717,AED,,,
2718,AED,,,
2719,AED,,,
2720,AED,,,
2721,AED,,,
2722,AED,,,
2723,AED,,,
2724,AED,,,
2725,AED,,,
2726,AED,,,
2727,AED,,,
2728,AED,,,
2729,AED,,,
2730,AED,,,
2731,AED,,,
2732,AED,,,
2733,AED,,,
2734,AED,,,
2735,AED,,,
2736,AED,,,
2737,AED,,,
2738,AED,,,
2739,AED,,,
2740,AED,,,
2741,AED,,,
2742,AED,,,
2743,AED,,,
2744,AED,,,
2745,AED,,,
2746,AED,,,
2747,AED,,,
2748,AED,,,
2749,AED,,,
2750,AED,,,
2751,AED,,,
2752,AED,,,
2753,AED,,,
2754,AED,,,
2755,AED,,,
2756,AED,,,
2757,AED,,,
2758,AED,,,
2759,AED,,,
2760,AED,,,
2761,AED,,,
2762,AED,,,
2763,AED,,,
2764,AED,,,
2765,AED,,,
2766,AED,,,
2767,AED,,,
2768,AED,,,
2769,AED,,,
2770,AED,,,
2771,AED,,,
2772,AED,,,
2773,AED,,,
2774,AED,,,
2775,AED,,,
2776,AED,,,
2777,AED,,,
2778,AED,,,
2779,AED,,,
2780,AED,,,
2781,AED,,,
2782,AED,,,
2783,AED,,,
2784,AED,,,
2785,AED,,,
2786,AED,,,
2787,AED,,,
2788,AED,,,
2789,AED,,,
2790,AED,,,
2791,AED,,,
2792,AED,,,
2793,AED,,,
2794,AED,,,
2795,AED,,,
2796,AED,,,
2797,AED,,,
2798,AED,,,
2799,AED,,,
2800,AED,,,
2801,AED,,,
2802,AED,,,
2803,AED,,,
2804,AED,,,
2805,AED,,,
2806,AED,,,
2807,AED,,,
2808,AED,,,
2809,AED,,,
2810,AED,,,
2811,AED,,,
2812,AED,,,
2813,AED,,,
2814,AED,,,
2815,AED,,,
2816,AED,,,
2817,AED,,,
2818,AED,,,
2819,AED,,,
2820,AED,,,
2821,AED,,,
2822,AED,,,
2823,AED,,,
2824,AED,,,
2825,AED,,,
2826,AED,,,
2827,AED,,,
2828,AED,,,
2829,AED,,,
2830,AED,,,
2831,AED,,,
2832,AED,,,
2833,AED,,,
2834,AED,,,
2835,AED,,,
2836,AED,,,
2837,AED,,,
2838,AED,,,
2839,AED,,,
2840,AED,,,
2841,AED,,,
2842,AED,,,
2843,AED,,,
2844,AED,,,
2845,AED,,,
2846,AED,,,
2847,AED,,,
2848,AED,,,
2849,AED,,,
2850,AED,,,
2851,AED,,,
2852,AED,,,
2853,AED,,,
2854,AED,,,
2855,AED,,,
2856,AED,,,
2857,AED,,,
2858,AED,,,
2859,AED,,,
2860,AED,,,
2861,AED,,,
2862,AED,,,
2863,AED,,,
2864,AED,,,
2865,AED,,,
2866,AED,,,
2867,AED,,,
2868,AED,,,
2869,AED,,,
2870,AED,,,
2871,AED,,,
2872,AED,,,
2873,AED,,,
2874,AED,,,
2875,AED,,,
2876,AED,,,
2877,AED,,,
2878,AED,,,
2879,AED,,,
2880,AED,,,
2881,AED,,,
2882,AED,,,
2883,AED,,,
2884,AED,,,
2885,AED,,,
2886,AED,,,
2887,AED,,,
2888,AED,,,
2889,AED,,,
2890,AED,,,
2891,AED,,,
2892,AED,,,
2893,AED,,,
2894,AED,,,
2895,AED,,,
2896,AED,,,
2897,AED,,,
2898,AED,,,
2899,AED,,,
2900,AED,,,
2901,AED,,,
2902,AED,,,
2903,AED,,,
2904,AED,,,
2905,AED,,,
2906,AED,,,
2907,AED,,,
2908,AED,,,
2909,AED,,,
2910,AED,,,
2911,AED,,,
2912,AED,,,
2913,AED,,,
2914,AED,,,
2915,AED,,,
2916,AED,,,
2917,AED,,,
2918,AED,,,
2919,AED,,,
2920,AED,,,
2921,AED,,,
2922,AED,,,
2923,AED,,,
2924,AED,,,
2925,AED,,,
2926,AED,,,
2927,AED,,,
2928,AED,,,
2929,AED,,,
2930,AED,,,
2931,AED,,,
2932,AED,,,
2933,AED,,,
2934,AED,,,
2935,AED,,,
2936,AED,,,
2937,AED,,,
2938,AED,,,
2939,AED,,,
2940,AED,,,
2941,AED,,,
2942,AED,,,
2943,AED,,,
2944,AED,,,
2945,AED,,,
2946,AED,,,
2947,AED,,,
2948,AED,,,
2949,AED,,,
2950,AED,,,
2951,AED,,,
2952,AED,,,
2953,AED,,,
2954,AED,,,
2955,AED,,,
2956,AED,,,
2957,AED,,,
2958,AED,,,
2959,AED,,,
2960,AED,,,
2961,AED,,,
2962,AED,,,
2963,AED,,,
2964,AED,,,
2965,AED,,,
2966,AED,,,
2967,AED,,,
2968,AED,,,
2969,AED,,,
2970,AED,,,
2971,AED,,,
2972,AED,,,
2973,AED,,,
2974,AED,,,
2975,AED,,,
2976,AED,,,
2977,AED,,,
2978,AED,,,
2979,AED,,,
2980,AED,,,
2981,AED,,,
2982,AED,,,
2983,AED,,,
2984,AED,,,
2985,AED,,,
2986,AED,,,
2987,AED,,,
2988,AED,,,
2989,AED,,,
2990,AED,,,
2991,AED,,,
2992,AED,,,
2993,AED,,,
2994,AED,,,
2995,AED,,,
2996,AED,,,
2997,AED,,,
2998,AED,,,
2999,AED,,,
3000,AED,,,
3001,AED,,,
3002,AED,,,
3003,AED,,,
3004,AED,,,
3005,AED,,,
3006,AED,,,
3007,AED,,,
3008,AED,,,
3009,AED,,,
3010,AED,,,
3011,AED,,,
3012,AED,,,
3013,AED,,,
3014,AED,,,
3015,AED,,,
3016,AED,,,
3017,AED,,,
3018,AED,,,
3019,AED,,,
3020,AED,,,
3021,AED,,,
3022,AED,,,
3023,AED,,,
3024,AED,,,
3025,AED,,,
3026,AED,,,
3027,AED,,,
3028,AED,,,
3029,AED,,,
3030,AED,,,
3031,AED,,,
3032,AED,,,
3033,AED,,,
3034,AED,,,
3035,AED,,,
3036,AED,,,
3037,AED,,,
3038,AED,,,
3039,AED,,,
3040,AED,,,
3041,AED,,,
3042,AED,,,
3043,AED,,,
3044,AED,,,
3045,AED,,,
3046,AED,,,
3047,AED,,,
3048,AED,,,
3049,AED,,,
3050,AED,,,
3051,AED,,,
3052,AED,,,
3053,AED,,,
3054,AED,,,
3055,AED,,,
3056,AED,,,
3057,AED,,,
3058,AED,,,
3059,AED,,,
3060,AED,,,
3061,AED,,,
3062,AED,,,
3063,AED,,,
3064,AED,,,
3065,AED,,,
3066,AED,,,
3067,AED,,,
3068,AED,,,
3069,AED,,,
3070,AED,,,
3071,AED,,,
3072,AED,,,
3073,AED,,,
3074,AED,,,
3075,AED,,,
3076,AED,,,
3077,AED,,,
3078,AED,,,
3079,AED,,,
3080,AED,,,
3081,AED,,,
3082,AED,,,
3083,AED,,,
3084,AED,,,
3085,AED,,,
3086,AED,,,
3087,AED,,,
3088,AED,,,
3089,AED,,,
3090,AED,,,
3091,AED,,,
3092,AED,,,
3093,AED,,,
3094,AED,,,
3095,AED,,,
3096,AED,,,
3097,AED,,,
